# Time : Tue Jun 21 14:35:16 2016#
# jitter : 0.08 
# iti : 0.2 
# demo : False 
# cue_size : [2, 2] 
# elem_size : 2.5 
# subject : DC 
# monitor : CRT_NEC_FE992 
# n_trials : 150 
# res : 128 
# cue_dur : 0.2 
# full_screen : True 
# middle_fix_dur : 0.5 
# rgb : [ 1.  1.  1.] 
# incorrect_sound : <psychopy.sound.SoundPygame instance at 0xf7c3378> 
# cue_to_ea : 0.6 
# elem_spacing : 1 
# fixation_size : 0.1 
# correct_sound : <psychopy.sound.SoundPygame instance at 0xf7c3490> 
# line_width : 5 
# mask_dur : 0.2 
# screen_number : 1 
# elems_per_row : 30 
# texture_dur : 0.15 
# sf : 4 
trial,target_ecc,correct,odd_first,neutral,rt,eye_moved 
0,9.8275862069,1,1,0,2.96815490723,0 
1,10.8620689655,1,1,1,2.94138097763,0 
2,7.75862068966,1,1,1,2.94089794159,0 
3,13.9655172414,0,0,1,6.31523299217,0 
4,6.72413793103,1,0,1,3.06393384933,0 
5,6.72413793103,1,1,0,2.95132684708,0 
6,0.51724137931,1,1,0,2.95276403427,0 
7,12.9310344828,1,0,0,3.06342720985,0 
8,5.68965517241,1,0,0,2.98398685455,0 
9,8.79310344828,1,1,1,2.94136786461,0 
10,12.9310344828,1,0,1,2.94121789932,0 
11,7.75862068966,1,1,0,3.94912695885,0 
12,10.8620689655,1,1,1,2.94549584389,0 
13,5.68965517241,1,0,0,2.95281195641,0 
14,1.55172413793,1,1,1,2.95423293114,0 
15,11.8965517241,1,1,1,2.96354389191,0 
16,12.9310344828,1,0,1,2.95393419266,0 
17,4.65517241379,1,0,0,2.96384215355,0 
18,9.8275862069,1,1,0,2.95422720909,0 
19,1.55172413793,1,0,0,3.15146589279,0 
20,3.62068965517,1,0,0,3.24787902832,0 
21,6.72413793103,1,0,0,2.95328211784,0 
22,9.8275862069,1,1,0,2.95310115814,0 
23,13.9655172414,1,0,0,3.00533080101,0 
24,6.72413793103,1,1,1,3.12793898582,0 
25,8.79310344828,1,1,0,3.18397498131,0 
26,11.8965517241,1,1,1,2.96778678894,0 
27,6.72413793103,1,0,0,2.95099401474,0 
28,2.58620689655,1,0,0,2.96499705315,0 
29,11.8965517241,1,0,0,2.99599599838,0 
30,3.62068965517,1,1,0,2.95776200294,0 
31,4.65517241379,1,1,1,2.94088196754,0 
32,2.58620689655,1,1,1,2.9529979229,0 
33,10.8620689655,1,1,1,3.20387911797,0 
34,3.62068965517,1,1,1,2.93801999092,0 
35,13.9655172414,1,0,0,3.45384597778,0 
36,3.62068965517,1,1,0,2.95787405968,0 
37,3.62068965517,1,0,0,2.96484589577,0 
38,12.9310344828,1,0,0,3.07682299614,0 
39,3.62068965517,1,1,1,2.92459106445,0 
40,1.55172413793,1,0,1,2.96335816383,0 
41,13.9655172414,1,0,1,3.21585702896,0 
42,13.9655172414,1,1,1,3.54400706291,0 
43,9.8275862069,1,1,0,3.01595497131,0 
44,5.68965517241,1,0,0,2.95530796051,0 
45,12.9310344828,1,1,1,2.95298695564,0 
46,13.9655172414,1,1,0,2.95247602463,0 
47,7.75862068966,1,0,0,2.95326590538,0 
48,3.62068965517,1,1,0,2.95261383057,0 
49,4.65517241379,1,0,0,3.00059199333,0 
50,8.79310344828,1,0,0,2.95349407196,0 
51,6.72413793103,1,1,0,2.95247602463,0 
52,4.65517241379,1,0,0,2.9653570652,0 
53,6.72413793103,1,0,1,2.98454785347,0 
54,8.79310344828,1,0,0,3.57596302032,0 
55,11.8965517241,1,0,1,3.15967702866,0 
56,1.55172413793,1,1,1,2.96014904976,0 
57,11.8965517241,1,1,0,2.96693110466,0 
58,2.58620689655,1,1,1,2.95285320282,0 
59,6.72413793103,1,1,0,2.96490097046,0 
60,3.62068965517,1,0,0,2.96487307549,0 
61,5.68965517241,1,1,1,3.2058570385,0 
62,6.72413793103,1,0,0,2.95904994011,0 
63,1.55172413793,1,1,1,2.95299386978,0 
64,2.58620689655,1,0,1,2.95357513428,0 
65,13.9655172414,1,0,1,3.17422604561,0 
66,1.55172413793,1,1,0,2.99194693565,0 
67,8.79310344828,1,1,0,2.96342802048,0 
68,4.65517241379,1,1,1,2.95296788216,0 
69,0.51724137931,1,1,0,3.01939296722,0 
70,12.9310344828,1,1,0,3.10385489464,0 
71,2.58620689655,1,0,1,3.11193394661,0 
72,9.8275862069,1,1,0,3.56801009178,0 
73,10.8620689655,1,1,0,2.95008921623,0 
74,4.65517241379,1,1,1,2.94182419777,0 
